Hour,CoolingLoad_W
1,-0.000
2,-0.000
3,-0.000
4,-0.000
5,-0.000
6,-0.000
7,-0.000
8,-0.000
9,-0.000
10,-367781.757
11,-1040707.311
12,-1356983.607
13,-1479064.774
14,-1806194.453
15,-1987429.746
16,-1930548.742
17,-1860130.915
18,-1276037.255
19,-290613.448
20,-168492.007
21,-0.000
22,-0.000
23,-0.000
24,-0.000
25,-0.000
26,-0.000
27,-0.000
28,-0.000
29,-0.000
30,-0.000
31,-0.000
32,-0.000
33,-0.000
34,-529795.247
35,-1204789.514
36,-1608295.500
37,-1778296.157
38,-2087786.199
39,-2394002.387
40,-2477771.972
41,-2444476.430
42,-1582026.930
43,-357497.943
44,-188927.262
45,-0.000
46,-0.000
47,-0.000
48,-0.000
49,-0.000
50,-0.000
51,-0.000
52,-0.000
53,-0.000
54,-0.000
55,-0.000
56,-0.000
57,-0.000
58,-393032.508
59,-1431663.075
60,-1786437.301
61,-1941643.191
62,-2342604.192
63,-2635330.008
64,-2716460.134
65,-2657192.364
66,-1811747.349
67,-449701.086
68,-256579.227
69,-0.000
70,-0.000
71,-0.000
72,-0.000
73,-0.000
74,-0.000
75,-0.000
76,-0.000
77,-0.000
78,-0.000
79,-0.000
80,-0.000
81,-0.000
82,-394270.705
83,-1533358.800
84,-2156883.131
85,-2254117.243
86,-2712461.900
87,-2961616.521
88,-2963083.960
89,-2888781.365
90,-2016332.214
91,-545712.758
92,-343748.357
93,-0.000
94,-0.000
95,-0.000
96,-0.000
97,-0.000
98,-0.000
99,-0.000
100,-0.000
101,-0.000
102,-0.000
103,-0.000
104,-0.000
105,-83583.360
106,-1099768.806
107,-1993975.569
108,-2364896.132
109,-2288976.703
110,-2617458.664
111,-2519582.930
112,-2300553.304
113,-2354534.500
114,-2094525.956
115,-630787.986
116,-427758.914
117,-0.000
118,-0.000
119,-0.000
120,-0.000
121,-0.000
122,-0.000
123,-0.000
124,-0.000
125,-0.000
126,-0.000
127,-0.000
128,-0.000
129,-0.000
130,-412982.554
131,-1083318.775
132,-1278169.080
133,-1377876.520
134,-1650173.964
135,-1873725.248
